date,OT,STD,Number of Observations
1862/6/1 0:00,159.7,15.4,30
1862/7/1 0:00,139.5,14.4,31
1862/8/1 0:00,118.7,13.2,31
1862/9/1 0:00,126.4,13.7,30
1862/10/1 0:00,79.8,10.8,31
1862/11/1 0:00,96,11.9,30
1862/12/1 0:00,77.6,10.7,31
1863/1/1 0:00,91.8,11.6,31
1863/2/1 0:00,107.7,12.6,28
1863/3/1 0:00,126,13.6,31
1863/4/1 0:00,77.1,10.6,30
1863/5/1 0:00,102.1,12.2,31
1863/6/1 0:00,77.6,10.7,30
1863/7/1 0:00,62,9.5,31
1863/8/1 0:00,91.3,11.6,31
1863/9/1 0:00,41.7,7.8,30
1863/10/1 0:00,75.7,10.5,31
1863/11/1 0:00,71.6,10.2,30
1863/12/1 0:00,78.1,10.7,31
1864/1/1 0:00,109.7,12.7,31
1864/2/1 0:00,89.5,11.5,29
1864/3/1 0:00,125.9,13.6,31
1864/4/1 0:00,68.1,10,30
1864/5/1 0:00,77.1,10.6,31
1864/6/1 0:00,109.9,12.8,30
1864/7/1 0:00,103.8,12.4,31
1864/8/1 0:00,104.1,12.5,31
1864/9/1 0:00,54.2,8.9,30
1864/10/1 0:00,64.4,9.7,31
1864/11/1 0:00,109.3,12.7,30
1864/12/1 0:00,54.3,8.9,31
1865/1/1 0:00,92.5,11.7,31
1865/2/1 0:00,74.6,10.5,28
1865/3/1 0:00,75,10.5,31
1865/4/1 0:00,55.9,9,30
1865/5/1 0:00,65.6,9.8,31
1865/6/1 0:00,63.8,9.7,30
1865/7/1 0:00,50.8,8.6,31
1865/8/1 0:00,71.8,10.3,31
1865/9/1 0:00,41,7.7,30
1865/10/1 0:00,32.5,6.9,31
1865/11/1 0:00,46.7,8.2,30
1865/12/1 0:00,24.3,5.9,31
1866/1/1 0:00,60,9.4,31
1866/2/1 0:00,72.9,10.4,28
1866/3/1 0:00,46.6,8.2,31
1866/4/1 0:00,33.5,7,30
1866/5/1 0:00,24.6,6,31
1866/6/1 0:00,31.4,6.7,30
1866/7/1 0:00,17.6,5,31
1866/8/1 0:00,24.2,5.9,31
1866/9/1 0:00,13.9,4.5,30
1866/10/1 0:00,26.8,6.2,31
1866/11/1 0:00,17.2,5,30
1866/12/1 0:00,2.9,2,31
1867/1/1 0:00,0,0,31
1867/2/1 0:00,1.4,1.4,28
1867/3/1 0:00,17.4,5,31
1867/4/1 0:00,9.7,3.7,30
1867/5/1 0:00,5.5,2.8,31
1867/6/1 0:00,2.8,2,30
1867/7/1 0:00,9.5,3.7,31
1867/8/1 0:00,9.1,3.6,31
1867/9/1 0:00,18.7,5.2,30
1867/10/1 0:00,25.5,6.1,31
1867/11/1 0:00,18.1,5.1,30
1867/12/1 0:00,47.9,8.4,31
1868/1/1 0:00,25.9,5.9,31
1868/2/1 0:00,26.3,5.8,29
1868/3/1 0:00,44,7.5,31
1868/4/1 0:00,61.1,8.8,30
1868/5/1 0:00,44.5,7.5,31
1868/6/1 0:00,51.8,8.1,30
1868/7/1 0:00,48.3,7.9,31
1868/8/1 0:00,57.3,8.5,31
1868/9/1 0:00,78.7,10,30
1868/10/1 0:00,102.8,11.4,31
1868/11/1 0:00,98.7,11.2,30
1868/12/1 0:00,112.8,11.9,31
1869/1/1 0:00,101.6,11.3,31
1869/2/1 0:00,99.9,11.2,28
1869/3/1 0:00,88,10.5,31
1869/4/1 0:00,68.4,9.3,30
1869/5/1 0:00,173.4,14.8,31
1869/6/1 0:00,180.7,15.1,30
1869/7/1 0:00,98.8,11.2,31
1869/8/1 0:00,132.7,12.9,31
1869/9/1 0:00,134.5,13,30
1869/10/1 0:00,99,11.2,31
1869/11/1 0:00,130.2,12.8,30
1869/12/1 0:00,174.1,14.8,31
1870/1/1 0:00,129,12.7,31
1870/2/1 0:00,191.7,15.5,28
1870/3/1 0:00,262.7,18.2,31
1870/4/1 0:00,266.9,18.3,30
1870/5/1 0:00,293.6,19.2,31
1870/6/1 0:00,226.3,16.9,30
1870/7/1 0:00,220.9,16.7,31
1870/8/1 0:00,256.5,18,31
1870/9/1 0:00,226.8,16.9,30
1870/10/1 0:00,244.3,17.5,31
1870/11/1 0:00,246,17.6,30
1870/12/1 0:00,216.7,16.5,31
1871/1/1 0:00,147.2,13.6,31
1871/2/1 0:00,209,16.2,28
1871/3/1 0:00,238.7,17.4,31
1871/4/1 0:00,270.9,18.5,30
1871/5/1 0:00,242.6,17.5,31
1871/6/1 0:00,152.9,13.9,30
1871/7/1 0:00,171.8,14.7,31
1871/8/1 0:00,183.7,15.2,31
1871/9/1 0:00,133.9,13,30
1871/10/1 0:00,148.5,13.7,31
1871/11/1 0:00,175.7,14.9,30
1871/12/1 0:00,150.8,13.8,31
1872/1/1 0:00,132.7,12.9,31
1872/2/1 0:00,200.3,15.9,29
1872/3/1 0:00,147.5,13.6,31
1872/4/1 0:00,170.4,14.7,30
1872/5/1 0:00,179.5,15,31
1872/6/1 0:00,183.3,15.2,30
1872/7/1 0:00,176,14.9,31
1872/8/1 0:00,155,14,31
1872/9/1 0:00,191.1,15.5,30
1872/10/1 0:00,171.2,14.7,31
1872/11/1 0:00,186.8,15.3,30
1872/12/1 0:00,139.9,13.3,31
1873/1/1 0:00,144.6,13.5,31
1873/2/1 0:00,178.4,15,28
1873/3/1 0:00,164,14.4,31
1873/4/1 0:00,127.1,12.7,30
1873/5/1 0:00,80,10.1,31
1873/6/1 0:00,74.8,9.8,30
1873/7/1 0:00,111.7,11.9,31
1873/8/1 0:00,113.8,12,31
1873/9/1 0:00,78.7,10,30
1873/10/1 0:00,78.6,10,31
1873/11/1 0:00,92.5,10.8,30
1873/12/1 0:00,82,10.2,31
1874/1/1 0:00,101.4,11.3,31
1874/2/1 0:00,107.1,11.6,28
1874/3/1 0:00,77.5,9.9,31
1874/4/1 0:00,53.5,8.2,30
1874/5/1 0:00,74.6,9.7,31
1874/6/1 0:00,63.8,9,30
1874/7/1 0:00,113.2,11.9,31
1874/8/1 0:00,102.3,11.3,31
1874/9/1 0:00,46.8,7.7,30
1874/10/1 0:00,57.4,8.5,31
1874/11/1 0:00,48.2,7.8,30
1874/12/1 0:00,48.8,7.9,31
1875/1/1 0:00,24.4,5.7,31
1875/2/1 0:00,35.9,6.8,28
1875/3/1 0:00,56.4,8.4,31
1875/4/1 0:00,48.6,7.8,30
1875/5/1 0:00,19.2,5.1,31
1875/6/1 0:00,39.9,7.1,30
1875/7/1 0:00,20.9,5.3,31
1875/8/1 0:00,24.4,5.7,31
1875/9/1 0:00,4,2.9,30
1875/10/1 0:00,21.3,5.3,31
1875/11/1 0:00,29.6,6.3,30
1875/12/1 0:00,16.5,4.8,31
1876/1/1 0:00,23.9,5.7,31
1876/2/1 0:00,25.1,5.7,29
1876/3/1 0:00,51.1,8.1,31
1876/4/1 0:00,3.9,2.9,30
1876/5/1 0:00,8.5,3.7,31
1876/6/1 0:00,2.7,2.6,30
1876/7/1 0:00,25.5,5.8,31
1876/8/1 0:00,14.8,4.5,31
1876/9/1 0:00,16.6,4.8,30
1876/10/1 0:00,23.9,5.6,31
1876/11/1 0:00,16.6,4.8,30
1876/12/1 0:00,13.6,4.4,31
1877/1/1 0:00,40.6,7.2,31
1877/2/1 0:00,14.5,4.4,28
1877/3/1 0:00,19.9,5.2,31
1877/4/1 0:00,26.3,5.9,30
1877/5/1 0:00,36.1,6.8,31
1877/6/1 0:00,23.6,5.5,30
1877/7/1 0:00,10,3.8,31
1877/8/1 0:00,10.5,3.9,31
1877/9/1 0:00,28.1,6,30
1877/10/1 0:00,11.2,4.1,31
1877/11/1 0:00,23.6,5.6,30
1877/12/1 0:00,3.5,2.7,31
1878/1/1 0:00,5.5,3.1,31
1878/2/1 0:00,11,4.1,28
1878/3/1 0:00,13.1,4.3,31
1878/4/1 0:00,0.2,2,30
1878/5/1 0:00,9.9,3.9,31
1878/6/1 0:00,10.7,4,30
1878/7/1 0:00,0.2,2,31
1878/8/1 0:00,0,2,31
1878/9/1 0:00,8.8,3.7,30
1878/10/1 0:00,1.9,2.4,31
1878/11/1 0:00,6.8,3.3,30
1878/12/1 0:00,0.9,2.2,31
1879/1/1 0:00,1.6,2.3,31
1879/2/1 0:00,0.9,2.2,28
1879/3/1 0:00,0,2,31
1879/4/1 0:00,10.4,3.9,30
1879/5/1 0:00,4,2.8,31
1879/6/1 0:00,8,3.6,30
1879/7/1 0:00,12.6,4.2,31
1879/8/1 0:00,17.9,5,31
1879/9/1 0:00,10.1,3.8,30
1879/10/1 0:00,20.4,5.2,31
1879/11/1 0:00,21.9,5.4,30
1879/12/1 0:00,12.2,4.1,31
1880/1/1 0:00,40.1,7.2,31
1880/2/1 0:00,45.4,7.6,29
1880/3/1 0:00,32.1,6.4,31
1880/4/1 0:00,32.4,6.4,30
1880/5/1 0:00,39.1,7.1,31
1880/6/1 0:00,56.9,8.5,30
1880/7/1 0:00,36.5,6.8,31
1880/8/1 0:00,80.3,10.1,31
1880/9/1 0:00,110.1,11.8,30
1880/10/1 0:00,71.7,9.5,31
1880/11/1 0:00,51.1,8.1,30
1880/12/1 0:00,49.4,7.9,31
1881/1/1 0:00,60.6,8.7,31
1881/2/1 0:00,88.6,10.6,28
1881/3/1 0:00,85.8,10.4,31
1881/4/1 0:00,86.1,10.4,30
1881/5/1 0:00,72.5,9.6,31
1881/6/1 0:00,100.8,11.3,30
1881/7/1 0:00,128.2,12.7,31
1881/8/1 0:00,97.3,11.1,31
1881/9/1 0:00,88.6,10.6,30
1881/10/1 0:00,107.3,11.6,31
1881/11/1 0:00,91.5,10.7,30
1881/12/1 0:00,78.8,10,31
1882/1/1 0:00,75,9.7,31
1882/2/1 0:00,115.9,12.1,28
1882/3/1 0:00,111.5,11.8,31
1882/4/1 0:00,159.6,14.2,30
1882/5/1 0:00,106.9,11.6,31
1882/6/1 0:00,75.4,9.8,30
1882/7/1 0:00,75.7,9.8,31
1882/8/1 0:00,67.5,9.2,31
1882/9/1 0:00,96.1,11,30
1882/10/1 0:00,98.6,11.2,31
1882/11/1 0:00,140.6,13.3,30
1882/12/1 0:00,69.7,9.4,31
1883/1/1 0:00,101,11.3,31
1883/2/1 0:00,78.2,10,28
1883/3/1 0:00,71.3,9.5,31
1883/4/1 0:00,136.8,13.1,30
1883/5/1 0:00,52.5,8.1,31
1883/6/1 0:00,127.2,12.7,30
1883/7/1 0:00,134.4,13,31
1883/8/1 0:00,76.6,9.8,31
1883/9/1 0:00,87.8,10.5,30
1883/10/1 0:00,139.6,13.3,31
1883/11/1 0:00,140.8,13.3,30
1883/12/1 0:00,126.5,12.6,31
1884/1/1 0:00,152.6,13.9,31
1884/2/1 0:00,144.8,13.5,29
1884/3/1 0:00,145.8,13.6,31
1884/4/1 0:00,126.9,12.7,30
1884/5/1 0:00,110.9,11.8,31
1884/6/1 0:00,85.3,10.4,30
1884/7/1 0:00,88.5,10.6,31
1884/8/1 0:00,93.1,10.8,31
1884/9/1 0:00,103.1,11.4,30
1884/10/1 0:00,79.6,10,31
1884/11/1 0:00,60.9,8.8,30
1884/12/1 0:00,78.6,10,31
1885/1/1 0:00,71.4,9.5,31
1885/2/1 0:00,119.7,12.3,28
1885/3/1 0:00,82.9,10.2,31
1885/4/1 0:00,91.7,10.8,30
1885/5/1 0:00,121.6,12.4,31
1885/6/1 0:00,139.5,13.3,30
1885/7/1 0:00,110.9,11.8,31
1885/8/1 0:00,83.5,10.3,31
1885/9/1 0:00,66,9.1,30
1885/10/1 0:00,64.5,9.1,31
1885/11/1 0:00,51.6,8.1,30
1885/12/1 0:00,36.3,6.8,31
1886/1/1 0:00,49.8,8,31
1886/2/1 0:00,43.2,7.4,28
1886/3/1 0:00,95.5,11,31
1886/4/1 0:00,72.9,9.6,30
1886/5/1 0:00,51.2,8,31
1886/6/1 0:00,45.3,7.6,30
1886/7/1 0:00,50.4,8,31
1886/8/1 0:00,28.1,6,31
1886/9/1 0:00,35.7,6.8,30
1886/10/1 0:00,14.4,4.3,31
1886/11/1 0:00,0.6,2.1,30
1886/12/1 0:00,21.7,5.3,31
1887/1/1 0:00,17,4.8,31
1887/2/1 0:00,22,5.4,28
1887/3/1 0:00,7.1,3.3,31
1887/4/1 0:00,11.6,4,30
1887/5/1 0:00,33.4,6.5,31
1887/6/1 0:00,26.1,5.7,30
1887/7/1 0:00,38.9,7,31
1887/8/1 0:00,35.7,6.8,31
1887/9/1 0:00,12.4,4.2,30
1887/10/1 0:00,11,3.9,31
1887/11/1 0:00,11.5,4,30
1887/12/1 0:00,34.5,6.6,31
1888/1/1 0:00,21.2,5.3,31
1888/2/1 0:00,11.8,4.1,29
1888/3/1 0:00,13.1,4.3,31
1888/4/1 0:00,8.5,3.5,30
1888/5/1 0:00,11.7,4.1,31
1888/6/1 0:00,11.8,4,30
1888/7/1 0:00,5,2.9,31
1888/8/1 0:00,4.6,2.9,31
1888/9/1 0:00,14.6,4.4,30
1888/10/1 0:00,3.4,2.7,31
1888/11/1 0:00,17.9,4.8,30
1888/12/1 0:00,11.1,3.9,31
1889/1/1 0:00,1.3,2.3,31
1889/2/1 0:00,14.2,4.5,28
1889/3/1 0:00,11.1,4,31
1889/4/1 0:00,7.3,3.4,30
1889/5/1 0:00,4,2.8,31
1889/6/1 0:00,10.8,4,30
1889/7/1 0:00,15.8,4.6,31
1889/8/1 0:00,34.3,6.7,31
1889/9/1 0:00,10.9,3.9,30
1889/10/1 0:00,3.4,2.6,31
1889/11/1 0:00,0.3,2,30
1889/12/1 0:00,11.2,4.1,31
1890/1/1 0:00,8.8,3.6,31
1890/2/1 0:00,1.1,2.2,28
1890/3/1 0:00,8.5,3.6,31
1890/4/1 0:00,2.7,2.5,30
1890/5/1 0:00,7.9,3.5,31
1890/6/1 0:00,2.2,2.4,30
1890/7/1 0:00,19.3,5.1,31
1890/8/1 0:00,14.2,4.4,31
1890/9/1 0:00,28.6,6,30
1890/10/1 0:00,18.6,5,31
1890/11/1 0:00,15.9,4.7,30
1890/12/1 0:00,13.1,4.2,31
1891/1/1 0:00,22.5,5.5,31
1891/2/1 0:00,36.9,6.9,28
1891/3/1 0:00,17.2,4.7,31
1891/4/1 0:00,34.2,6.6,30
1891/5/1 0:00,68.5,9.3,31
1891/6/1 0:00,80.4,10.1,30
1891/7/1 0:00,98,11.1,31
1891/8/1 0:00,55.1,8.3,31
1891/9/1 0:00,89.7,10.7,30
1891/10/1 0:00,86,10.4,31
1891/11/1 0:00,69.8,9.4,30
1891/12/1 0:00,54.3,8.3,31
1892/1/1 0:00,115.2,12.1,31
1892/2/1 0:00,126.1,12.6,29
1892/3/1 0:00,83.3,10.3,31
1892/4/1 0:00,116,12.1,30
1892/5/1 0:00,132.7,12.9,31
1892/6/1 0:00,127.3,12.7,30
1892/7/1 0:00,127.6,12.7,31
1892/8/1 0:00,169,14.6,31
1892/9/1 0:00,104.7,11.5,30
1892/10/1 0:00,117.5,12.2,31
1892/11/1 0:00,108.9,11.7,30
1892/12/1 0:00,131,12.9,31
1893/1/1 0:00,125,10,31
1893/2/1 0:00,121.6,9.8,28
1893/3/1 0:00,109.5,9.3,31
1893/4/1 0:00,146.8,10.8,30
1893/5/1 0:00,141.3,10.6,31
1893/6/1 0:00,149.8,10.9,30
1893/7/1 0:00,147.6,10.9,31
1893/8/1 0:00,215.4,13.1,31
1893/9/1 0:00,129.9,10.2,30
1893/10/1 0:00,133.3,10.3,31
1893/11/1 0:00,125.2,10,30
1893/12/1 0:00,156.4,11.2,31
1894/1/1 0:00,138.6,10.5,31
1894/2/1 0:00,141,10.6,28
1894/3/1 0:00,87.1,8.3,31
1894/4/1 0:00,136,10.4,30
1894/5/1 0:00,168.7,11.6,31
1894/6/1 0:00,164.8,11.5,30
1894/7/1 0:00,176.7,11.9,31
1894/8/1 0:00,117.1,9.6,31
1894/9/1 0:00,110,9.4,30
1894/10/1 0:00,125.7,10,31
1894/11/1 0:00,94.3,8.7,30
1894/12/1 0:00,100.1,8.9,31
1895/1/1 0:00,105.4,9.2,31
1895/2/1 0:00,112,9.4,28
1895/3/1 0:00,101.6,9,31
1895/4/1 0:00,128.2,10.1,30
1895/5/1 0:00,112.5,9.4,31
1895/6/1 0:00,119.1,9.7,30
1895/7/1 0:00,79.7,8,31
1895/8/1 0:00,114.9,9.6,31
1895/9/1 0:00,96.1,8.8,30
1895/10/1 0:00,113.2,9.5,31
1895/11/1 0:00,78.6,7.9,30
1895/12/1 0:00,117.9,9.7,31
1896/1/1 0:00,48.4,6.2,31
1896/2/1 0:00,95.7,8.7,29
1896/3/1 0:00,86.5,8.3,31
1896/4/1 0:00,73,7.6,30
1896/5/1 0:00,46.1,6.1,31
1896/6/1 0:00,81.7,8.1,30
1896/7/1 0:00,75.2,7.7,31
1896/8/1 0:00,45.4,6,31
1896/9/1 0:00,102.2,9,30
1896/10/1 0:00,47.9,6.2,31
1896/11/1 0:00,63.3,7.1,30
1896/12/1 0:00,71,7.5,31
1897/1/1 0:00,67.6,7.3,31
1897/2/1 0:00,49,6.2,28
1897/3/1 0:00,48.7,6.2,31
1897/4/1 0:00,51.7,6.4,30
1897/5/1 0:00,33.3,5.2,31
1897/6/1 0:00,18.9,4,30
1897/7/1 0:00,46.1,6.1,31
1897/8/1 0:00,36.4,5.4,31
1897/9/1 0:00,80.4,8,30
1897/10/1 0:00,23.9,4.5,31
1897/11/1 0:00,14,3.5,30
1897/12/1 0:00,55.5,6.7,31
1898/1/1 0:00,50.4,6.3,31
1898/2/1 0:00,60.7,7,28
1898/3/1 0:00,63.9,7.2,31
1898/4/1 0:00,24.2,4.5,30
1898/5/1 0:00,43,5.9,31
1898/6/1 0:00,37.1,5.4,30
1898/7/1 0:00,15,3.7,31
1898/8/1 0:00,52.3,6.5,31
1898/9/1 0:00,58.1,6.8,30
1898/10/1 0:00,57.1,6.8,31
1898/11/1 0:00,51.6,6.4,30
1898/12/1 0:00,21.1,4.2,31
1899/1/1 0:00,32.4,5.1,31
1899/2/1 0:00,15.3,3.7,28
1899/3/1 0:00,30.3,5,31
1899/4/1 0:00,23.6,4.4,30
1899/5/1 0:00,12.9,3.3,31
1899/6/1 0:00,34.1,5.2,30
1899/7/1 0:00,22.5,4.4,31
1899/8/1 0:00,4.9,2.6,31
1899/9/1 0:00,14,3.5,30
1899/10/1 0:00,21.7,4.4,31
1899/11/1 0:00,13,3.4,30
1899/12/1 0:00,17.6,3.9,31
1900/1/1 0:00,15.7,3.7,31
1900/2/1 0:00,22.8,4.5,28
1900/3/1 0:00,14.4,3.6,31
1900/4/1 0:00,26.8,4.6,30
1900/5/1 0:00,25.3,4.6,31
1900/6/1 0:00,20.1,4.2,30
1900/7/1 0:00,13.9,3.6,31
1900/8/1 0:00,7.1,2.9,31
1900/9/1 0:00,13.9,3.6,30
1900/10/1 0:00,21.6,4.3,31
1900/11/1 0:00,7.5,2.9,30
1900/12/1 0:00,0.5,2,31
1901/1/1 0:00,0.4,2,31
1901/2/1 0:00,4,2.4,28
1901/3/1 0:00,7.4,3,31
1901/4/1 0:00,0,2,30
1901/5/1 0:00,17,4,31
1901/6/1 0:00,9.7,3.1,30
1901/7/1 0:00,1.2,2.1,31
1901/8/1 0:00,1.7,2.2,31
1901/9/1 0:00,0.9,2.1,30
1901/10/1 0:00,6.3,2.8,31
1901/11/1 0:00,6.4,2.7,30
1901/12/1 0:00,0,2,31
1902/1/1 0:00,9.3,3.2,31
1902/2/1 0:00,0,2,28
1902/3/1 0:00,20.7,4.3,31
1902/4/1 0:00,0,2,30
1902/5/1 0:00,4.7,2.5,31
1902/6/1 0:00,2.4,2.3,30
1902/7/1 0:00,1.5,2.2,31
1902/8/1 0:00,3.8,2.4,31
1902/9/1 0:00,12.6,3.5,30
1902/10/1 0:00,27.2,4.7,31
1902/11/1 0:00,17.2,4,30
1902/12/1 0:00,1.8,2.2,31
1903/1/1 0:00,13.9,3.5,31
1903/2/1 0:00,28.4,4.8,28
1903/3/1 0:00,22.5,4.4,31
1903/4/1 0:00,43.5,5.9,30
1903/5/1 0:00,24.3,4.5,31
1903/6/1 0:00,27.2,4.7,30
1903/7/1 0:00,46.4,6.1,31
1903/8/1 0:00,48,6.2,31
1903/9/1 0:00,18.5,4,30
1903/10/1 0:00,64.8,7.2,31
1903/11/1 0:00,74.2,7.7,30
1903/12/1 0:00,76.2,7.8,31
1904/1/1 0:00,52.6,6.5,31
1904/2/1 0:00,40.8,5.7,29
1904/3/1 0:00,61.9,7,31
1904/4/1 0:00,71.6,7.6,30
1904/5/1 0:00,65.7,7.2,31
1904/6/1 0:00,69.8,7.5,30
1904/7/1 0:00,84.3,8.2,31
1904/8/1 0:00,97.1,8.8,31
1904/9/1 0:00,50.2,6.3,30
1904/10/1 0:00,90.4,8.5,31
1904/11/1 0:00,63.4,7.1,30
1904/12/1 0:00,91.1,8.5,31
1905/1/1 0:00,91.2,8.5,31
1905/2/1 0:00,143,10.7,28
1905/3/1 0:00,94.3,8.7,31
1905/4/1 0:00,65.5,7.2,30
1905/5/1 0:00,79.9,8,31
1905/6/1 0:00,81.6,8.1,30
1905/7/1 0:00,121.6,9.8,31
1905/8/1 0:00,98.1,8.8,31
1905/9/1 0:00,91.8,8.5,30
1905/10/1 0:00,131.2,10.2,31
1905/11/1 0:00,178.7,11.9,30
1905/12/1 0:00,92.5,8.6,31
1906/1/1 0:00,75.8,7.8,31
1906/2/1 0:00,52.3,6.5,28
1906/3/1 0:00,107.4,9.2,31
1906/4/1 0:00,92.2,8.6,30
1906/5/1 0:00,96.2,8.7,31
1906/6/1 0:00,105.3,9.2,30
1906/7/1 0:00,172.7,11.7,31
1906/8/1 0:00,79.6,8,31
1906/9/1 0:00,93.5,8.6,30
1906/10/1 0:00,29.7,4.9,31
1906/11/1 0:00,64.8,7.2,30
1906/12/1 0:00,108,9.3,31
1907/1/1 0:00,127.4,10.1,31
1907/2/1 0:00,180.3,12,28
1907/3/1 0:00,101.1,9,31
1907/4/1 0:00,87.6,8.4,30
1907/5/1 0:00,71.4,7.5,31
1907/6/1 0:00,67.2,7.3,30
1907/7/1 0:00,82.9,8.1,31
1907/8/1 0:00,90.5,8.5,31
1907/9/1 0:00,141.7,10.6,30
1907/10/1 0:00,109.1,9.3,31
1907/11/1 0:00,102.5,9,30
1907/12/1 0:00,78.9,7.9,31
1908/1/1 0:00,65.4,7.2,31
1908/2/1 0:00,56.6,6.7,29
1908/3/1 0:00,47.9,6.2,31
1908/4/1 0:00,96.1,8.7,30
1908/5/1 0:00,68,7.4,31
1908/6/1 0:00,80.2,8,30
1908/7/1 0:00,65.8,7.2,31
1908/8/1 0:00,150.9,11,31
1908/9/1 0:00,144.9,10.7,30
1908/10/1 0:00,53.9,6.6,31
1908/11/1 0:00,75.9,7.8,30
1908/12/1 0:00,65.9,7.2,31
1909/1/1 0:00,94.6,8.7,31
1909/2/1 0:00,77.6,7.9,28
1909/3/1 0:00,110.5,9.4,31
1909/4/1 0:00,53.7,6.5,30
1909/5/1 0:00,60,6.9,31
1909/6/1 0:00,37.8,5.5,30
1909/7/1 0:00,59.6,6.9,31
1909/8/1 0:00,38.5,5.5,31
1909/9/1 0:00,64.7,7.2,30
1909/10/1 0:00,97.4,8.8,31
1909/11/1 0:00,93,8.6,30
1909/12/1 0:00,90.2,8.5,31
1910/1/1 0:00,44,5.9,31
1910/2/1 0:00,52.5,6.5,28
1910/3/1 0:00,35.7,5.3,31
1910/4/1 0:00,14.1,3.5,30
1910/5/1 0:00,36.9,5.4,31
1910/6/1 0:00,20.5,4.1,30
1910/7/1 0:00,23.5,4.4,31
1910/8/1 0:00,19.3,4.1,31
1910/9/1 0:00,43.7,5.9,30
1910/10/1 0:00,63.9,7.1,31
1910/11/1 0:00,8.3,3,30
1910/12/1 0:00,9.6,3.1,31
1911/1/1 0:00,5.6,2.6,31
1911/2/1 0:00,15,3.7,28
1911/3/1 0:00,13,3.5,31
1911/4/1 0:00,27.6,4.7,30
1911/5/1 0:00,15.1,3.7,31
1911/6/1 0:00,3.7,2.4,30
1911/7/1 0:00,5.9,2.7,31
1911/8/1 0:00,6.7,2.7,31
1911/9/1 0:00,6.7,2.8,30
1911/10/1 0:00,4.5,2.5,31
1911/11/1 0:00,7,2.7,30
1911/12/1 0:00,3.7,2.4,31
1912/1/1 0:00,0.4,2.1,31
1912/2/1 0:00,0,2,29
1912/3/1 0:00,8.2,2.9,31
1912/4/1 0:00,7.6,3,30
1912/5/1 0:00,7.4,2.8,31
1912/6/1 0:00,6.9,2.7,30
1912/7/1 0:00,4.9,2.6,31
1912/8/1 0:00,0.5,2.1,31
1912/9/1 0:00,15.9,3.7,30
1912/10/1 0:00,7.6,3,31
1912/11/1 0:00,1.9,2.3,30
1912/12/1 0:00,10.6,3.3,31
1913/1/1 0:00,3.8,2.4,31
1913/2/1 0:00,4.8,2.6,28
1913/3/1 0:00,0.8,2.1,31
1913/4/1 0:00,1.6,2.2,30
1913/5/1 0:00,0,2,31
1913/6/1 0:00,0,2,30
1913/7/1 0:00,2.9,2.4,31
1913/8/1 0:00,0.4,2,31
1913/9/1 0:00,2,2.3,30
1913/10/1 0:00,5.2,2.6,31
1913/11/1 0:00,1.2,2.1,30
1913/12/1 0:00,6.3,2.8,31
1914/1/1 0:00,4.7,2.6,31
1914/2/1 0:00,4.4,2.5,28
1914/3/1 0:00,5.3,2.6,31
1914/4/1 0:00,28.9,4.8,30
1914/5/1 0:00,8.7,3.1,31
1914/6/1 0:00,19.1,4.1,30
1914/7/1 0:00,9.1,3,31
1914/8/1 0:00,12.9,3.5,31
1914/9/1 0:00,21.2,4.2,30
1914/10/1 0:00,13.7,3.5,31
1914/11/1 0:00,27.3,4.7,30
1914/12/1 0:00,37.3,5.4,31
1915/1/1 0:00,38.5,5.5,31
1915/2/1 0:00,70.4,7.5,28
1915/3/1 0:00,64.8,7.2,31
1915/4/1 0:00,68.9,7.4,30
1915/5/1 0:00,55.1,6.7,31
1915/6/1 0:00,114.7,9.5,30
1915/7/1 0:00,119.4,9.7,31
1915/8/1 0:00,116,9.6,31
1915/9/1 0:00,82.4,8.1,30
1915/10/1 0:00,89.1,8.4,31
1915/11/1 0:00,70.9,7.5,30
1915/12/1 0:00,57.5,6.8,31
1916/1/1 0:00,75.5,7.8,31
1916/2/1 0:00,92.4,8.6,29
1916/3/1 0:00,111.7,9.4,31
1916/4/1 0:00,119.8,9.8,30
1916/5/1 0:00,124,9.9,31
1916/6/1 0:00,112.9,9.5,30
1916/7/1 0:00,89.3,8.4,31
1916/8/1 0:00,58.6,6.9,31
1916/9/1 0:00,75.1,7.7,30
1916/10/1 0:00,84.5,8.2,31
1916/11/1 0:00,109.5,9.3,30
1916/12/1 0:00,88.3,8.4,31
1917/1/1 0:00,124.5,10,31
1917/2/1 0:00,119.9,9.8,28
1917/3/1 0:00,158,11.2,31
1917/4/1 0:00,124.6,10,30
1917/5/1 0:00,190.2,12.3,31
1917/6/1 0:00,191.4,12.3,30
1917/7/1 0:00,199.7,12.6,31
1917/8/1 0:00,257.7,14.3,31
1917/9/1 0:00,215.6,13.1,30
1917/10/1 0:00,120.3,9.8,31
1917/11/1 0:00,160.7,11.3,30
1917/12/1 0:00,215.5,13.1,31
1918/1/1 0:00,160,11.3,31
1918/2/1 0:00,108.7,9.3,28
1918/3/1 0:00,120.4,9.8,31
1918/4/1 0:00,134.1,10.3,30
1918/5/1 0:00,127.9,10.1,31
1918/6/1 0:00,99,8.9,30
1918/7/1 0:00,179.5,11.9,31
1918/8/1 0:00,169.6,11.6,31
1918/9/1 0:00,133.2,10.3,30
1918/10/1 0:00,141.7,10.6,31
1918/11/1 0:00,139,10.5,30
1918/12/1 0:00,98.5,8.9,31
1919/1/1 0:00,80.2,8,31
1919/2/1 0:00,132.5,10.3,28
